Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Unnamed: 69
India,IND,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.10559748651998,5.49524644015231,5.50280867727189,5.19965773114987,5.04248055851768,4.83036026191718,4.7885099027111,4.74591109090452,4.83888188255162,4.60217795989072,4.55297901231507,4.30652763410509,4.16690817646815,3.96945564811633,4.09246015023157,3.9054234629053,3.83338811896998,3.80976850285027,3.80808186808269,3.7391329622536,3.73628378136533,3.77728016164146,3.71306379435684,3.54043488192346,3.60868879736221,3.341278725169,3.14894003612781,3.07665739913599,3.0299149142336,2.94997162020176,2.93529734667461,2.92249230234054,2.81530423021647,,,
India,IND,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",VC.IDP.NWCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000.0,106000.0,53000.0,500000.0,64000.0,345000.0,1000.0,448000.0,78000.0,169000.0,12000.0,3900.0,13000.0,1000.0,67000.0,,
India,IND,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,49.2537307739258,,51.7412948608398,,53.233829498291,53.7313423156738,55.288459777832,55.769229888916,54.3269233703613,54.8076934814453,55.769229888916,55.9241714477539,55.4502372741699,55.3990592956543,56.3380279541016,56.3380279541016,55.1724128723145,54.1871910095215,54.1871910095215,53.2019691467285,51.4563102722168,49.2753639221191,42.512077331543,41.062801361084,40.0966186523438,42.1568641662598,,
India,IND,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,,,,,,,,,,,,,,,,27.3856591069133,29.9452323923191,41.8219393418967,45.9242553209491,44.6194019966152,54.241073932058,48.5193368456997,42.0654867001537,37.0073859521288,23.5124676977718,27.4065111796425,36.8837438694935,41.1162200079857,37.8287028879443,35.4029464820401,33.8076806280517,37.5409433467804,46.9071937901964,42.8864471817959,37.672893112207,38.1699213347065,39.4380130190548,32.3771334034262,26.642576191335,21.4880637124867,21.5818962890782,19.0371451647704,16.2202778143661,18.8832971035701,16.3444844409104,14.4507978158749,12.4828802767485,12.4421135161065,11.1973483245211,12.0408351071238,12.4286433332195,12.8375542867575,12.3916427266655,12.3716860003631,12.5787630553215,13.4941194097567,13.909807279459,14.8181516133078,13.9820238690774,14.3467637636905,6.43781009168238,3.60646888788782,6.92004660742787,9.55390415041156,9.35594346513872,
India,IND,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,719431435.740185,954399067.058729,1234259451.16832,1496041251.76353,1989156895.16314,2861008078.80098,2635210102.84553,2828422272.45471,3166884007.5277,3127603094.49086,3274386966.81265,3135796918.53313,3265849101.93437,3718831246.98325,4092077280.87531,4609502443.27594,4905450697.87767,4893301119.16013,5034394494.50348,6031261038.86918,6763272430.07675,7179007359.62704,8925527196.38296,11066917255.9622,14005992417.7527,16031394225.6863,16799112201.5704,19125314434.8821,23632701560.2379,37747867268.5401,51850802483.4047,69165839662.6303,86235067782.9634,105668590831.966,92484320177.1187,116583081982.721,137935254028.865,145029213187.996,148702915003.599,156614386265.659,155717122914.279,161234203967.054,184672831370.241,204322540308.136,214127968224.741,202492396705.062,239853747442.247,308672880014.035,336915609399.427,374273340158.695,
India,IND,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1199600000.0,1248100000.0,1226400000.0,1372800000.0,1421700000.0,1344700000.0,1294400000.0,1311200000.0,1422700000.0,1452200000.0,1599720000.0,1675300000.0,1920930000.0,2406400000.0,3175330000.0,3653730000.0,4281620000.0,4923560000.0,5577520000.0,6517340000.0,6603500000.0,4986280000.0,5966167410.12514,6123519467.72596,6391345865.0918,6227783729.36593,7120972708.69703,8861775257.49335,10619506637.0849,15144707000.0,13287446507.8091,14962126000.0,17478878283.2107,19677534495.8557,22834070764.8386,28197260000.0,30802758570.549,34173875000.0,33436100000.0,35802475000.0,41136900031.0,41164365159.0,49653651396.0,60757689257.0,74972559472.0,97931311737.0,120250822644.0,153370124600.0,191514554527.0,160618130219.0,219867189977.0,291944368835.0,292372557767.0,303569384286.0,314637392240.0,263890314300.0,259504855184.0,294091160000.0,320670270000.0,322312560000.0,275082219519.0,393560716448.0,450320580519.0,429090304638.0,,
India,IND,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,4.36812270756919,4.37464946719013,4.61513372472277,4.33420745920746,4.46648378701554,6.49959098683721,6.04140914709518,5.49115314215985,5.37709988050889,6.85098471284947,8.03078038656765,5.99653793350445,5.68526703211465,4.18176529255319,10.3176677699641,16.1719667298897,8.7298732722661,7.7009318460626,6.32897775355355,5.42215075475577,5.80449761490119,7.03731037968185,4.51419849709896,5.87912834245354,4.7524035350072,4.24964851310984,2.4938363989871,2.28909673268508,2.13210455895561,0.880598086182849,2.5052241696996,2.81357074522698,4.36193530707078,4.22783559000769,1.92182255296536,1.80414692775114,2.35519212317108,2.16386055137148,2.34873385352957,2.1845556766676,2.58381162216652,3.50665239807397,3.61809725667975,3.70083954886573,3.91934650716762,3.61357719735615,4.03745631110844,4.31068387160976,4.24799709144458,4.19375978279393,3.82516032786874,3.40384810354618,4.04964917584217,4.65606222552524,4.44635647193794,3.7104253393964,3.32013810797141,3.2209978701842,3.69334519224373,4.1118751313942,3.39392133498296,2.87681273760867,3.34539353356611,3.62942830673803,,
India,IND,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,16.1220406802267,16.3368319846166,15.957273320287,13.2794289044289,13.4275866919885,14.7467836692199,13.8210754017305,12.8584502745577,13.2635130385886,14.9435339484919,18.3800915160153,17.997970512744,14.2800622615087,10.7933011968085,19.8943101976802,26.0697971661836,17.9095762818746,16.8380196443224,16.9914227111691,15.6800166939273,16.6027106837283,18.7257835500614,13.6168719165977,12.3171110334925,10.0184241182448,9.00260807816186,7.50979383394913,7.04698424804047,7.48835393726636,5.20381807320538,9.21131679144115,11.3653968694021,13.4478144249148,14.7305805765458,12.5867273328894,14.8287457717523,16.4637086928663,16.0102563727409,14.7956849034427,14.4087105709871,16.5953195618908,19.764842153095,21.5306218181997,22.1084316508176,23.9387761434273,24.4540646502461,26.4015590679072,28.4603527837259,27.0788997447652,26.945775957539,29.5474610694738,28.1762764180908,28.9590276805235,30.5549636545735,31.3327250919374,28.4046298216107,26.9645576848207,28.1034900879034,29.190214608919,30.1650546910117,31.8090039352603,30.8840060939008,30.4631276331844,29.4937194858708,,
India,IND,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,6.76369304152598,7.90200545715349,8.72665865425553,8.93538747010122,10.1946239341095,9.9578067384623,10.7509007285379,10.9178418062758,11.9238405163172,9.91619961346685,8.88709065995674,7.27033939743467,8.65300721458597,12.3389537977641,10.9341653361048,8.06577971595912,7.78990086751239,6.60338241583342,7.49969394204465,5.56209645018782,5.61043068414489,5.3832467986265,5.53374778172141,7.56691447002319,5.9210775558411,5.11446612986005,6.32690490334777,6.76015392862458,5.77153972711275,5.64597626490017,4.5656363931437,4.09023366733146,3.75439608627527,3.58312630659566,3.58521767125147,3.13838652537645,2.46723510198795,2.50943322479782,2.82941294983969,2.99103280483348,4.25872737663468,3.82716185417028,5.80485000658225,7.5598167974124,8.02759324673593,7.75049690967274,6.43019011195547,6.31070592693835,7.59240821219674,3.91432268407082,3.44326884760231,3.08061973564483,3.16343902186514,3.37741762924188,3.15923171416737,4.00964790911576,3.53369671804044,3.54087990043718,4.703645380644,4.82679996577803,3.72613048820678,3.88575987351437,3.68720358535662,
India,IND,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,,,0.978182032459035,1.01611275364832,1.35388656411549,1.19332670604762,1.1705441246387,0.835056662438699,0.902340644594197,0.777187342561978,0.834097593248535,0.536376283220872,0.650747478724663,1.33639687923858,0.667233601734557,0.888840752678398,0.662988704878892,0.562178812988041,0.386469355771503,0.280575449775995,0.431298827641739,0.427624301562995,14.8137637678991,16.3282266584915,15.5742884886485,6.03817907394276,3.36251414593716,4.21041049336382,2.57070791194394,2.6419027373897,2.92531077746134,2.36654649183465,2.83397327674653,2.23046474720315,1.94844601896859,1.65773868244334,1.54523205670197,1.1362364569023,0.425308277813696,0.247356545431809,3.40561977719471,4.89451361807116,4.64597767742237,6.10097544845508,8.06795716494028,10.4601583493885,14.8542991106596,16.1895676050457,18.0648893231602,13.5864051496825,17.2296552495647,18.7585466086377,18.7788936146643,20.6668895706043,19.6340746160473,11.8719127202525,10.6421920620902,12.1859467424678,15.06745126951,13.7763501701928,10.0306929080613,14.2846592727887,21.7524651912837,20.7059082080863,17.094437885147,
India,IND,Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,4.9951074101,5.0914226826,5.560297981,5.4354362595,5.4988397247,5.2089196813,5.3567598145,6.3739841639,6.1594498563,7.2071126506,8.2944845714,8.4623879539,9.3697407074,10.7575354093,12.259200428,15.8406022664,17.9517225619,16.7121039185,17.4538796031,19.7237733543,23.6702163412,25.6824259771,29.9491177715,31.7025378077,36.8047048725,45.8,51.1,58.6,68.5,64.5,81.0,93.2,91.5,99.2,104.2,100.0,101.9,110.3,115.7,119.3,105.7,129.2,130.3,134.0,,
India,IND,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,72.229211136988,64.9560471889571,64.4055191763426,66.7918098334806,63.8550197686873,61.3478605673601,61.1254105643642,61.8091405535609,57.6436870425003,59.37996283143,58.3229964063343,56.4496531887923,56.2266101731537,58.6108451683715,57.4975810831542,57.5196443015327,55.9325471138627,60.5519643123529,62.5599103356874,56.8330719430941,56.6784795060718,58.6075087475987,55.495188095749,49.9806790420907,40.9471369103249,46.3316155424182,43.6054192702041,43.4356314606575,38.9703702821034,38.5335667738444,44.7254877601028,43.3475291774695,44.8229736689895,25.841834131919,21.2020157110273,18.2731443785935,19.9906788429904,19.8264136877615,18.0426597051219,20.4343613708747,18.8653550354718,14.8091525009001,15.0454353448489,16.2825192202715,18.5118003443694,17.2939393302085,22.2331560137135,24.7508405139977,16.6471372774872,17.6393470827468,
